id,sort_order,color,fabric,name,description,image,is_eco,eco_order,cleancode,attributes,is_available
46,54,brown,velvet,Contessa Ginger,Lavishly soft to the touch. Subtle striated color variation looks chicly vintage. Short pile height with pretty shine,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_492lrdpq9l2cr9gj2ktet6dv7r/-B540-FJPG%2CQ40,0,0,W,"Luxuriously soft and smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
47,55,red,velvet,Contessa Paprika,Lavishly soft to the touch. Subtle striated color variation looks chicly vintage. Short pile height with pretty shine,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_pgd42dopot5thbkhv351umnh0u/-B540-FJPG%2CQ40,0,0,W,"Luxuriously soft and smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
48,56,brown,velvet,Merrimac Ash,"A gorgeous drape. Rich, saturated color with the perfect amount of shine. Short, dense pile height.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_ktn6eqbgnt28108lofqaa5vu7j/-B540-FJPG%2CQ40,0,0,SW,"Luxuriously soft and smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code SW. Spot clean using distilled water and water&#8208;based cleaning agents, an upholstery shampoo, foam from a mild detergent, or mild dry-cleaning cleaning solvents. Do not over wet. Pile fabrics may require brushing to restore appearance.",1
49,57,blue,velvet,Contessa Shadow,Lavishly soft to the touch. Subtle striated color variation looks chicly vintage. Short pile height with pretty shine,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_ejlttu13ul4mrb7ecocm528c74/-B540-FJPG%2CQ40,0,0,W,"Luxuriously soft and smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
50,58,blue,velvet,Argo Tropic,"Lavishly soft to the touch. Subtle striated color variation looks chicly vintage. Short pile height with pretty shine.<br><br>Our Eco-Performance fabrics are super-durable, easy to clean and made to withstand real life. Includes REPREVE&#174; fibers made from recycled plastic bottles.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_5ee8h6jng17lrbdcletl07lj5g/-B540-FJPG%2CQ40,1,23,W,"Luxuriously soft and smooth|Stain-resistant|water&#8208;repellent|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|70&#37; Polyester, 30&#37; REPREVE&#174; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
51,59,blue,velvet,Argo Navy,"Lavishly soft to the touch. Subtle striated color variation looks chicly vintage. Short pile height with pretty shine.<br><br>Our Eco-Performance fabrics are super-durable, easy to clean and made to withstand real life. Includes REPREVE&#174; fibers made from recycled plastic bottles.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_0k5n9rv8853gld61bguvr10u28/-B540-FJPG%2CQ40,1,26,W,"Luxuriously soft and smooth|Stain-resistant|water&#8208;repellent|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|70&#37; Polyester, 30&#37; REPREVE&#174; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
52,61,brown,velvet,Merrimac Dark Brown,"A gorgeous drape. Rich, saturated color with the perfect amount of shine. Short, dense pile height.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_fgq9borkbd20b1tp98j9cbe73n/-B540-FJPG%2CQ40,0,0,SW,"Luxuriously soft and smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code SW. Spot clean using distilled water and water&#8208;based cleaning agents, an upholstery shampoo, foam from a mild detergent, or mild dry-cleaning cleaning solvents. Do not over wet. Pile fabrics may require brushing to restore appearance.",1
53,62,gray,velveteen,Abington Fog,Luxuriously soft and smooth. Saturated color with a suede-like look. Short pile height. Matte finish.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_spfa0cmu215gffj7tlg94oej5a/-B540-FJPG%2CQ40,0,0,W,"Incredibly soft, incredibly smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
54,63,blue,velveteen,Abington Indigo,Luxuriously soft and smooth. Saturated color with a suede-like look. Short pile height. Matte finish.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_vp2l0o9bnd629fagmtss1alg6l/-B540-FJPG%2CQ40,0,0,W,"Incredibly soft, incredibly smooth|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100% Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
55,65,gray,Full-Analine Leather,Bruno Tan,"Say hello to top&#8208;tier Italian leather of the highest quality. Incredibly luxurious, breathable and buttery soft.<br><br>Our 100% top&#8208;grain full&#8208;analine leathers come from carefully selected hides&mdash;free of imperfections&mdash;then dyed to enhance natural beauty. Develops character over time with a lived&#8208;in, vintage look. Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods. ",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_82i3ktpugt72pf2r1rvmflbm32/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
56,68,gray,chenille,Oslo Snow,Raised plush yarns create lots of incredibly cozy texture and depth.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_1121tbd8et1sl1uclb9t4c445v/-B540-FJPG%2CQ40,0,0,W,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
57,69,gray,chenille,PT Cream,Raised plush yarns create lots of incredibly cozy texture and depth.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_md5ajf6di57gb35rvrk70c0t7r/-B540-FJPG%2CQ40,0,0,W,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
58,70,white,chenille,Living Large White,Slightly raised plush yarns create lots of incredibly cozy texture. Subtle thread color variation. Muted shine.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_qgf2t72bt5563dqvbeeqkdoc6u/-B540-FJPG%2CQ40,0,0,S,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code S. Spot clean with mild, water&#8208;free cleaning solvents only. Do not use water. Pile fabrics may require brushing to restore appearance.",1
59,71,gray,chenille,Cosmo Dove,Slightly raised plush yarns create lots of incredibly cozy texture. Super-subtle thread color variation. Muted shine.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_p303in8d1557t2ubj7av0c0j60/-B540-FJPG%2CQ40,0,0,WS,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code WS. Spot clean using distilled water and water&#8208;based cleaning agents, an upholstery shampoo, foam from a mild detergent, or mild dry-cleaning cleaning solvents. Do not over wet. Pile fabrics may require brushing to restore appearance.",1
60,72,gray,chenille,Everton Gray,Slightly raised plush yarns create lots of incredibly cozy texture. Subtle thread color variation. Finished with a touch of shine.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_2l6lrf1t1d5i9boo4hmsdau41m/-B540-FJPG%2CQ40,0,0,W,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
61,74,gray,chenille,Living Large Charcoal,Slightly raised plush yarns create lots of incredibly cozy texture. Super-subtle thread color variation. Finished with a touch of shine.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_sqqj2idrdp407fegbtrtr52p7j/-B540-FJPG%2CQ40,0,0,S,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: Cleaning Code S. Spot clean with mild, water&#8208;free cleaning solvents only. Do not use water. Pile fabrics may require brushing to restore appearance.",1
62,75,gray,chenille,Oslo Navy,Raised plush yarns create lots of incredibly cozy texture and depth.,https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_462cqpa01t667eq2lkvf6vpt34/-B540-FJPG%2CQ40,0,0,W,"Textured with a brushed feel|Durability: 15,000 double rubs (how fabric holds up against everyday wear and tear)|100&#37; Polyester|Care Instructions: W. Spot clean using distilled water and water&#8208;based cleaning agents or foam only. Do not over wet. Do not use solvents to spot clean. Pile fabrics may require brushing to restore appearance.",1
63,76,gray,performance leather,Sienna Snow,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_4c9us2a5dl04v07kqi6aln0b4i/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
64,77,gray,performance leather,Sienna Steel,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_qvm78rn2th3sb98g45t0dd5r30/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
65,78,gray,performance leather,Sienna Light Gray,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_udanc2lmnp27t4sook7kfsp40f/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
66,79,gray,Full-Analine Leather,Bruno Storm,"Say hello to top&#8208;tier Italian leather of the highest quality. Incredibly luxurious, breathable and buttery soft.<br><br>Our 100% top&#8208;grain full&#8208;analine leathers come from carefully selected hides&mdash;free of imperfections&mdash;then dyed to enhance natural beauty. Develops character over time with a lived&#8208;in, vintage look. Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods. ",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_18va6p2oq960j8550bn9fs8b14/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
67,80,gray,performance leather,Sienna Dark Brown,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_bledjlu73d57f05g2l9v0p4f3t/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
68,81,gray,performance leather,Sienna Black,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_2hmh8igmn533dedgtsn1jmie43/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
69,82,gray,Full-Analine Leather,Bruno Hickory,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_7lbrkl8vs54j341dglafcfo57v/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
70,83,gray,performance leather,Sienna Coffee,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_43uuuskuj95cn540pkchmd2p52/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
71,84,gray,performance leather,Sienna Dark Stone,"Say hello to Italian leather. Naturally durable and soft. With an even, pigmented color for a textured, polished appearance.<br><br>Our 100% top&#8208;grain Performance leathers have a protective finish making them practically life-proof. Think easy to clean (i.e., kid-friendly!). Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods.",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_lmt0fho6g16i116kcsuls7gu5h/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
72,86,gray,Full-Analine Leather,Bruno Canyon,"Say hello to top&#8208;tier Italian leather of the highest quality. Incredibly luxurious, breathable and buttery soft.<br><br>Our 100% top&#8208;grain full&#8208;analine leathers come from carefully selected hides&mdash;free of imperfections&mdash;then dyed to enhance natural beauty. Develops character over time with a lived&#8208;in, vintage look. Sustainably sourced and produced without toxic tanning agents and using water&#8208;and energy&#8208;saving methods. ",https://d13h4k5rfgad5r.cloudfront.net/image/022300374128/image_7eoi2i38953dbfna8r8deao01a/-B540-FJPG%2CQ40,0,0,X,"Available in select collections and pieces|A smooth, sleek feel|100&#37; Top&#8208;grain Italian Leather|Care Instructions: X. Clean it often using the driest method possible. In most cases, a soft vacuum brush or dry cloth works great! For light stains, grab a soft cloth, dampen it lightly with water, and use it to gently dust the affected area. Tip: Stay away from solvent cleaners.",1
